id,title,genres,overview,director,cast,runtime,release_date,rating,poster_url,trailer_url
49,Robin Hood,Action | Adventure | History,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",Ridley Scott,"Russell Crowe, Cate Blanchett, Max von Sydow, William Hurt, Mark Strong",140,12/05/2010,6.397,/static/posters/Robin_Hood.jpg,https://www.youtube.com/embed/gnT3DRvQXXM
50,Legend of the BoneKnapper Dragon,Animation | Fantasy | Family | Adventure | Comedy | TV Movie,"Hiccup and friends accompany their mentor, Gobber, on a quest to kill the legendary Boneknapper Dragon.",John Puglisi,"Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill",16,14/10/2010,7,/static/posters/Legend_of_the_BoneKnapper_Dragon.jpg,https://www.youtube.com/embed/mNfjztfcsJA
51,She's Out of My League,Romance | Comedy,"When he starts dating drop-dead gorgeous Molly, insecure airport security agent Kirk can't believe it. As his friends and family share their doubts about the relationship lasting, Kirk does everything he can to avoid losing Molly forever.",Jim Field Smith,"Jay Baruchel, Alice Eve, T.J. Miller, Nate Torrence, Mike Vogel",104,11/03/2010,6.476,/static/posters/She's_Out_of_My_League.jpg,https://www.youtube.com/embed/oWJJGXvL7PM
52,Unstoppable,Action | Thriller,"When a massive, unmanned locomotive roars out of control, the threat is more ominous than just a derailment. The train is laden with toxic chemicals, and an accident would decimate human life and cause an environmental disaster. The only hope of bringing the train to a safe stop is in the hands of veteran engineer Frank Barnes, and young conductor Will Colson, who must risk their lives to save those in the runaway's path. Inspired by true events.",Tony Scott,"Denzel Washington, Chris Pine, Rosario Dawson, Kevin Dunn, Kevin Corrigan",98,04/11/2010,6.591,/static/posters/Unstoppable.jpg,https://www.youtube.com/embed/l__gGyq21U8
53,Saw 3D,Horror | Crime,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",Kevin Greutert,"Tobin Bell, Costas Mandylor, Betsy Russell, Cary Elwes, Sean Patrick Flanery",90,22/10/2010,6,/static/posters/Saw_3D.jpg,https://www.youtube.com/embed/A1PxwwdEXao
54,The Man from Nowhere,Action | Thriller | Crime,An ex-special agent is involved in a convoluted drug ring drama. He has to save a drug smuggler's innocent daughter from being the victim of her parents' fight.,Lee Jeong-beom,"Won Bin, Kim Sae-ron, Kim Tae-hun, Kim Hee-won, Kim Seung-o",119,04/08/2010,7.698,/static/posters/The_Man_from_Nowhere.jpg,https://www.youtube.com/embed/38rPoGSr19U
55,The Tourist,Action | Thriller | Romance,"American tourist Frank meets mysterious British woman Elise on the train to Venice. Romance seems to bud, but there's more to her than meets the eye.",Florian Henckel von Donnersmarck,"Johnny Depp, Angelina Jolie, Paul Bettany, Timothy Dalton, Steven Berkoff",103,08/12/2010,6.184,/static/posters/The_Tourist.jpg,https://www.youtube.com/embed/GRp5LkBkqnQ
56,Tucker and Dale vs. Evil,Comedy | Horror,"Two hillbillies are suspected of being killers by a group of paranoid college kids camping near the duo's West Virginian cabin. As the body count climbs, so does the fear and confusion as the college kids try to seek revenge against the pair.",Eli Craig,"Tyler Labine, Alan Tudyk, Katrina Bowden, Jesse Moss, Philip Granger",89,22/01/2010,7.383,/static/posters/Tucker_and_Dale_vs._Evil.jpg,https://www.youtube.com/embed/NdNpFoWrBDQ
57,Easy A,Comedy,"Olive, an average high school student, sees her below-the-radar existence turn around overnight once she decides to use the school's gossip grapevine to advance her social standing. Now her classmates are turning against her and the school board is becoming concerned, including her favorite teacher and the distracted guidance counselor. With the support of her hilariously idiosyncratic parents and a little help from a long-time crush, Olive attempts to take on her notorious new identity and crush the rumor mill once and for all.",Will Gluck,"Emma Stone, Penn Badgley, Amanda Bynes, Dan Byrd, Thomas Haden Church",93,16/09/2010,6.812,/static/posters/Easy_A.jpg,https://www.youtube.com/embed/KNbPnqyvItk
58,The Sorcerer's Apprentice,Fantasy | Adventure | Action,"Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protégé. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness.",Jon Turteltaub,"Nicolas Cage, Jay Baruchel, Alfred Molina, Teresa Palmer, Toby Kebbell",109,13/07/2010,6.128,/static/posters/The_Sorcerer's_Apprentice.jpg,https://www.youtube.com/embed/NDPPUJqFgks
59,The Last Airbender,Action | Adventure | Fantasy,"The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations.",M. Night Shyamalan,"Noah Ringer, Dev Patel, Nicola Peltz Beckham, Jackson Rathbone, Shaun Toub",103,30/06/2010,4.634,/static/posters/The_Last_Airbender.jpg,https://www.youtube.com/embed/WdoiHMCVqMQ
60,Chloe,Drama | Thriller | Mystery,"A doctor hires an escort to seduce her husband, whom she suspects of cheating, though unforeseen events put the family in danger.",Atom Egoyan,"Amanda Seyfried, Julianne Moore, Liam Neeson, Max Thieriot, R.H. Thomson",96,25/02/2010,6.11,/static/posters/Chloe.jpg,https://www.youtube.com/embed/yXaj_O_U0LA
61,Burning Bright,Drama | Horror | Thriller,"After her lousy stepfather steals her savings to buy a vicious tiger, Kelly loses all hope of going to college. But Kelly's situation worsens when a hurricane leaves her and her autistic brother boarded up in their house with the man-eating beast. This edge-of-your-seat thriller follows the gutsy heroine and her younger sibling as they struggle to outwit the ravenous predator and find a way to survive.",Carlos Brooks,"Briana Evigan, Garret Dillahunt, Charlie Tahan, Peggy Sheffield, Mary Rachel Quinn",89,17/08/2010,6.308,/static/posters/Burning_Bright.jpg,https://www.youtube.com/embed/cgeSk6uJ-UQ
62,Skyline,Science Fiction | Action | Thriller,"When strange lights descend on the city of Los Angeles, people are drawn outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the Earth. Now the band of survivors must fight for their lives as the world unravels around them.",Greg Strause,"Eric Balfour, Scottie Thompson, David Zayas, Donald Faison, Brittany Daniel",92,11/11/2010,5.005,/static/posters/Skyline.jpg,https://www.youtube.com/embed/mnoW5-DmIUM
63,Tinker Bell and the Great Fairy Rescue,Animation | Adventure | Family | Fantasy,"During a summer stay on the mainland, Tinker Bell is accidentally discovered while investigating a little girl's fairy house. As the other fairies, led by the brash Vidia, launch a daring rescue in the middle of a fierce storm, Tink develops a special bond with the lonely, little girl.",Bradley Raymond,"Mae Whitman, Lauren Mote, Michael Sheen, Pamela Adlon, Lucy Liu",76,29/07/2010,6.7,/static/posters/Tinker_Bell_and_the_Great_Fairy_Rescue.jpg,https://www.youtube.com/embed/5ztzhchMcsY
64,Splice,Horror | Science Fiction,"Elsa and Clive, two young rebellious scientists, defy legal and ethical boundaries and forge ahead with a dangerous experiment: splicing together human and animal DNA to create a new organism. Named ""Dren"", the creature rapidly develops from a deformed female infant into a beautiful but dangerous winged human-chimera, who forges a bond with both of her creators - only to have that bond turn deadly.",Vincenzo Natali,"Adrien Brody, Sarah Polley, Delphine Chanéac, David Hewlett, Abigail Chu",104,03/06/2010,5.869,/static/posters/Splice.jpg,https://www.youtube.com/embed/NL3Glfcx4_I
65,Naruto Shippuden the Movie: The Lost Tower,Adventure | Action | Animation,"Assigned on a mission to capture Mukade, a missing-nin, Naruto Uzumaki sets out for the once glorious historic ruins of ""Ouran"", where he pursues and corners the rouge ninja. Mukade's goal is revealed to be a dormant leyline within the ruins; he unleashes the power of the leyline, causing a light to envelop Naruto, sending him into the past, 20 years before the series began. When Naruto awakens, he comes into contact with the Fourth Hokage, Minato Namikaze.",Masahiko Murata,"Junko Takeuchi, Kazuhiko Inoue, Toshiyuki Morikawa, Chie Nakamura, Satoshi Hino",85,31/07/2010,7.107,/static/posters/Naruto_Shippuden_the_Movie_The_Lost_Tower.jpg,https://www.youtube.com/embed/q4C4CZT8NTM
66,Little Fockers,Comedy | Romance,"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.",Paul Weitz,"Robert De Niro, Ben Stiller, Owen Wilson, Dustin Hoffman, Barbra Streisand",98,21/12/2010,5.655,/static/posters/Little_Fockers.jpg,https://www.youtube.com/embed/KfmGjA1OJ5A
67,Tooth Fairy,Comedy | Family | Fantasy,"When minor-league hockey player Derek Thompson -- who has a penchant for knocking out his opponents' teeth every time he plays -- disillusions a fan, he is sentenced to a stint for one week as a bona fide, tutu-clad, real-life tooth fairy. Soon, Derek is inspired to rekindle his youthful dreams.",Michael Lembeck,"Dwayne Johnson, Stephen Merchant, Ashley Judd, Julie Andrews, Ryan Sheckler",101,14/01/2010,5.479,/static/posters/Tooth_Fairy.jpg,https://www.youtube.com/embed/JqnjK79fGSw
68,Diary of a Wimpy Kid,Comedy | Family,"Greg Heffley is headed for big things, but first he has to survive the scariest, most humiliating experience of any kid’s life – middle school! That won’t be easy, considering he’s surrounded by hairy-freckled morons, wedgie-loving bullies and a moldy slice of cheese with nuclear cooties!",Thor Freudenthal,"Zachary Gordon, Robert Capron, Steve Zahn, Devon Bostick, Rachael Harris",92,19/03/2010,6.251,/static/posters/Diary_of_a_Wimpy_Kid.jpg,https://www.youtube.com/embed/It4DJi918z4
69,Faster,Crime | Drama | Action | Thriller,"After 10 years in prison, Driver is now a free man with a single focus - hunting down the people responsible for brutally murdering his brother.",George Tillman Jr.,"Dwayne Johnson, Billy Bob Thornton, Oliver Jackson-Cohen, Maggie Grace, Carla Gugino",98,23/11/2010,6.344,/static/posters/Faster.jpg,https://www.youtube.com/embed/SbJ3Itb4vsI
70,Nanny McPhee and the Big Bang,Comedy | Fantasy | Family,"Nanny McPhee appears at the door of a harried young mother who is trying to run the family farm while her husband is away at war. But once she’s arrived, Nanny discovers that the children are fighting a war of their own against two spoiled city cousins who have just moved in. Relying on everything from a flying motorcycle and a statue that comes to life to a tree-climbing piglet and a baby elephant, Nanny uses her magic to teach her mischievous charges five new lessons.",Susanna White,"Emma Thompson, Asa Butterfield, Ralph Fiennes, Maggie Gyllenhaal, Maggie Smith",109,26/03/2010,6.293,/static/posters/Nanny_McPhee_and_the_Big_Bang.jpg,https://www.youtube.com/embed/54xMw6eouOM
71,13,Drama | Thriller,"A naive young man assumes a dead man's identity and finds himself embroiled in an underground world of power, violence, and chance where men gamble behind closed doors on the lives of other men.",Gela Babluani,"Sam Riley, Jason Statham, Mickey Rourke, Ray Winstone, 50 Cent",91,12/03/2010,5.842,/static/posters/13.jpg,https://www.youtube.com/embed/Y41fFj-P4jI
72,Leap Year,Romance | Comedy,"When yet another anniversary passes without a marriage proposal from her boyfriend, Anna decides to take action. Aware of a Celtic tradition that allows women to pop the question on Feb. 29, she plans to follow her lover to Dublin and ask him to marry her. Fate has other plans, however, and Anna winds up on the other side of the Emerald Isle with handsome, but surly, Declan -- an Irishman who may just lead Anna down the road to true love.",Anand Tucker,"Amy Adams, Matthew Goode, Adam Scott, John Lithgow, Noel O'Donovan",100,08/01/2010,6.896,/static/posters/Leap_Year.jpg,https://www.youtube.com/embed/DVN17lxkwDg
73,Machete,Action | Comedy | Thriller,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",Robert Rodriguez,"Danny Trejo, Michelle Rodriguez, Jessica Alba, Robert De Niro, Steven Seagal",105,01/09/2010,6.3,/static/posters/Machete.jpg,https://www.youtube.com/embed/LNDLSS7faQo
74,Hot Tub Time Machine,Science Fiction | Comedy | Adventure,"Four pals are stuck in a rut in adulthood: Adam has just been dumped, Lou is a hopeless party animal, Nick is a henpecked husband, and Jacob does nothing but play video games in his basement. But they get a chance to brighten their future by changing their past after a night of heavy drinking in a ski-resort hot tub results in their waking up in 1986.",Steve Pink,"John Cusack, Craig Robinson, Rob Corddry, Clark Duke, Sebastian Stan",101,26/03/2010,6.046,/static/posters/Hot_Tub_Time_Machine.jpg,https://www.youtube.com/embed/CZoViO13tq8
75,Remember Me,Drama | Romance,"Still reeling from a heartbreaking family event and his parents' subsequent divorce, Tyler Hawkins discovers a fresh lease on life when he meets Ally Craig, a gregarious beauty who witnessed her mother's death. But as the couple draws closer, the fallout from their separate tragedies jeopardizes their love.",Allen Coulter,"Robert Pattinson, Emilie de Ravin, Pierce Brosnan, Lena Olin, Chris Cooper",113,11/03/2010,7.118,/static/posters/Remember_Me.jpg,https://www.youtube.com/embed/oRUo4cWejYM
76,Batman: Under the Red Hood,Mystery | Crime | Animation,"One part vigilante, one part criminal kingpin, Red Hood begins cleaning up Gotham with the efficiency of Batman, but without following the same ethical code.",Brandon Vietti,"Bruce Greenwood, Jensen Ackles, Neil Patrick Harris, Jason Isaacs, John DiMaggio",75,27/07/2010,7.743,/static/posters/Batman_Under_the_Red_Hood.jpg,https://www.youtube.com/embed/EcFghlzjEak
77,Vampires Suck,Comedy | Fantasy,"Becca, an anxious, non-vampire teen is torn between two boys. Before she can choose, Becca must get around her controlling father, who treats her like a child. Meanwhile, Becca's friends contend with their own romantic issues – all of which collide at the prom.",Aaron Seltzer,"Jenn Proske, Matt Lanter, Chris Riggi, Diedrich Bader, Anneliese van der Pol",84,18/08/2010,4.358,/static/posters/Vampires_Suck.jpg,https://www.youtube.com/embed/Gw1oGbdXzoU
78,Sex and the City 2,Comedy | Drama | Romance,"Carrie, Charlotte, and Miranda are all married now, but they're still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down.",Michael Patrick King,"Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon, Chris Noth",147,26/05/2010,6.081,/static/posters/Sex_and_the_City_2.jpg,https://www.youtube.com/embed/Djz0q-GeboM
79,Buried,Drama | Thriller | Mystery,Paul is a U.S. truck driver working in Iraq. After an attack by a group of Iraqis he wakes to find he is buried alive inside a coffin. With only a lighter and a cell phone it's a race against time to escape this claustrophobic death trap.,Rodrigo Cortés,"Ryan Reynolds, José Luis García Pérez, Robert Paterson, Stephen Tobolowsky, Samantha Mathis",95,24/09/2010,6.628,/static/posters/Buried.jpg,https://www.youtube.com/embed/d8KBYAvYpO4
80,A Nightmare on Elm Street,Horror | Mystery | Thriller,"The film that brings back horror icon Freddy Krueger as a darker and more sinister character than ever before. While Freddy is on the prowl, a group of teenagers being stalked soon learn they all have a common factor making them targets for this twisted killer.",Samuel Bayer,"Jackie Earle Haley, Kyle Gallner, Rooney Mara, Katie Cassidy, Thomas Dekker",95,30/04/2010,5.522,/static/posters/A_Nightmare_on_Elm_Street.jpg,https://www.youtube.com/embed/aNWZVIYGapI
81,The Way Back,Drama | Adventure | History,"At the dawn of WWII, several men escape from a Russian gulag—to take a perilous and uncertain journey to freedom as they cross deserts, mountains and several nations.",Peter Weir,"Ed Harris, Jim Sturgess, Saoirse Ronan, Colin Farrell, Mark Strong",133,22/11/2010,7.002,/static/posters/The_Way_Back.jpg,https://www.youtube.com/embed/mMRJonfmQY0
82,The Wolfman,Horror,"Lawrence Talbot, an American man on a visit to Victorian London to make amends with his estranged father, gets bitten by a werewolf and, after a moonlight transformation, leaves him with a savage hunger for flesh.",Joe Johnston,"Benicio del Toro, Anthony Hopkins, Emily Blunt, Hugo Weaving, Geraldine Chaplin",103,10/02/2010,5.9,/static/posters/The_Wolfman.jpg,https://www.youtube.com/embed/NS3nTkvvHi8
83,The Fighter,Drama,"Boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",David O. Russell,"Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo, Mickey O'Keefe",116,10/12/2010,7.382,/static/posters/The_Fighter.jpg,https://www.youtube.com/embed/LRIZ4mCi5Ps
